1	51
2	47444
3	43424
4	45141
5	43456
6	49579
7	43816
8	48151
9	43691
10	46507
11	43200
12	44938
13	49013
14	49829
15	45789
16	47155
17	41397
18	43966
19	43922
20	32932
21	33725
22	23983
23	1045
24	4294948496
25	4294894707
26	4294822029
27	4294699740
28	4294501580
29	4294184400
30	4293665350
31	4292840407
27	4294699575
32	4291487952
33	4289310511
34	4285788479
35	4280084307
